TransactionID,AccountID,Date,TransactionType,Amount,Channel
TX000034,ACC00051,2024-08-07 10:19:54.554412,Debit,4834.66,Online
TX000035,ACC00004,2024-11-04 10:19:54.554415,Credit,2637.71,POS
TX000036,ACC00113,2024-08-03 10:19:54.554418,Debit,1523.37,Branch
TX000037,ACC00032,2025-05-01 10:19:54.554421,Debit,1819.29,Online
TX000038,ACC00034,2025-06-21 10:19:54.554424,Credit,341.36,POS
TX000039,ACC00092,2024-08-25 10:19:54.554428,Credit,4946.85,ATM
TX000040,ACC00095,2024-09-07 10:19:54.554431,Credit,206.07,POS
TX000041,ACC00072,2024-12-14 10:19:54.554434,Debit,3277.99,Online
TX000042,ACC00039,2024-12-09 10:19:54.554437,Debit,2219.25,POS
TX000043,ACC00118,2025-01-31 10:19:54.554441,Debit,4745.09,POS
TX000044,ACC00003,2025-05-14 10:19:54.554444,Credit,1237.54,Branch
TX000045,ACC00123,2024-09-08 10:19:54.554446,Debit,2665.11,Branch
TX000046,ACC00050,2025-03-11 10:19:54.554448,Credit,2416.96,ATM
TX000047,ACC00012,2025-01-22 10:19:54.554449,Credit,3517.3,Branch
TX000048,ACC00054,2024-11-10 10:19:54.554451,Credit,349.37,POS
TX000049,ACC00133,2024-10-21 10:19:54.554452,Debit,977.01,Branch
TX000050,ACC00057,2025-04-12 10:19:54.554454,Debit,1080.68,Online
TX000051,ACC00145,2024-11-05 10:19:54.554456,Credit,3693.37,POS
TX000052,ACC00112,2024-12-05 10:19:54.554457,Debit,953.8,POS
TX000053,ACC00047,2024-12-25 10:19:54.554459,Credit,2871.72,POS
TX000054,ACC00085,2024-07-31 10:19:54.554473,Credit,1084.07,Online
TX000055,ACC00142,2024-09-11 10:19:54.554475,Debit,4309.51,POS
TX000056,ACC00066,2025-03-30 10:19:54.554477,Credit,4711.51,Branch
TX000057,ACC00075,2024-10-25 10:19:54.554479,Credit,2597.28,Online
TX000058,ACC00103,2024-07-19 10:19:54.554482,Debit,1768.02,POS
TX000059,ACC00038,2025-06-11 10:19:54.554485,Credit,1177.95,Branch
TX000060,ACC00050,2025-07-06 10:19:54.554488,Credit,258.41,Branch
TX000061,ACC00098,2024-09-16 10:19:54.554491,Credit,1349.82,ATM
TX000062,ACC00082,2025-01-01 10:19:54.554494,Credit,3274.64,Branch
TX000063,ACC00030,2025-04-22 10:19:54.554497,Credit,2672.75,Branch
TX000064,ACC00079,2025-05-13 10:19:54.554499,Credit,4720.77,ATM
TX000065,ACC00091,2025-04-01 10:19:54.554503,Credit,1987.42,ATM
TX000066,ACC00052,2025-04-08 10:19:54.554506,Debit,3472.38,Online
TX000067,ACC00079,2025-07-06 10:19:54.554510,Debit,2451.72,Branch
TX000068,ACC00030,2025-03-23 10:19:54.554513,Credit,2567.76,Online
TX000069,ACC00106,2024-09-01 10:19:54.554523,Credit,1346.19,Online
TX000070,ACC00051,2025-05-17 10:19:54.554525,Debit,2280.2,POS
TX000071,ACC00081,2024-11-26 10:19:54.554526,Debit,2359.22,Online
TX000072,ACC00133,2025-06-15 10:19:54.554528,Debit,3536.15,Online
TX000073,ACC00029,2024-11-24 10:19:54.554529,Debit,4703.79,Online
TX000074,ACC00132,2024-09-18 10:19:54.554531,Debit,1653.31,Online
TX000075,ACC00138,2024-09-22 10:19:54.554533,Credit,220.58,ATM
TX000076,ACC00145,2025-03-04 10:19:54.554534,Debit,2486.51,Branch
TX000077,ACC00074,2025-04-05 10:19:54.554536,Debit,2726.86,POS
TX000078,ACC00017,2024-12-12 10:19:54.554538,Debit,850.52,ATM
TX000079,ACC00084,2025-06-29 10:19:54.554540,Credit,3804.72,POS
TX000080,ACC00069,2024-12-18 10:19:54.554542,Credit,4924.8,POS
TX000081,ACC00034,2025-06-03 10:19:54.554544,Credit,4729.42,ATM
TX000082,ACC00006,2025-02-05 10:19:54.554545,Credit,993.56,Online
TX000083,ACC00053,2024-09-08 10:19:54.554547,Credit,4378.06,ATM
TX000084,ACC00126,2025-05-06 10:19:54.554548,Credit,3525.42,POS
TX000085,ACC00043,2025-03-11 10:19:54.554550,Debit,2274.69,POS
TX000086,ACC00115,2025-06-02 10:19:54.554551,Credit,2707.65,Online
TX000087,ACC00111,2025-04-19 10:19:54.554553,Credit,4249.5,ATM
TX000088,ACC00080,2025-05-11 10:19:54.554555,Debit,2405.87,Branch
TX000089,ACC00095,2025-07-12 10:19:54.554556,Credit,1872.3,POS
TX000090,ACC00118,2024-12-28 10:19:54.554558,Debit,2471.3,ATM
TX000091,ACC00144,2024-10-28 10:19:54.554560,Debit,2899.86,Online
TX000092,ACC00008,2025-05-04 10:19:54.554561,Credit,953.5,Online
TX000093,ACC00132,2024-10-30 10:19:54.554563,Debit,4505.53,Branch
TX000094,ACC00104,2025-02-25 10:19:54.554565,Debit,3374.19,POS
TX000095,ACC00132,2025-01-08 10:19:54.554567,Debit,3170.01,Branch
TX000096,ACC00025,2025-03-02 10:19:54.554568,Debit,506.49,Branch
TX000097,ACC00096,2025-05-05 10:19:54.554570,Credit,3024.83,Branch
TX000098,ACC00093,2024-10-23 10:19:54.554571,Debit,613.59,Branch
TX000099,ACC00061,2025-04-18 10:19:54.554573,Credit,402.7,Online
TX000100,ACC00122,2025-01-20 10:19:54.554574,Debit,2641.28,POS
TX000101,ACC00051,2025-02-18 10:19:54.554576,Debit,2019.9,Branch
TX000102,ACC00147,2025-02-28 10:19:54.554578,Debit,2948.16,POS
TX000103,ACC00021,2024-09-29 10:19:54.554580,Credit,455.22,Online
TX000104,ACC00005,2025-06-23 10:19:54.554582,Credit,2160.61,Online
TX000105,ACC00092,2025-05-01 10:19:54.554583,Credit,882.19,ATM
TX000106,ACC00061,2025-02-20 10:19:54.554585,Debit,4935.63,ATM
TX000107,ACC00022,2025-06-11 10:19:54.554586,Debit,2810.14,POS
TX000108,ACC00149,2025-04-14 10:19:54.554588,Debit,3440.31,ATM
TX000109,ACC00070,2024-10-30 10:19:54.554590,Debit,1633.84,Branch
TX000110,ACC00001,2025-05-13 10:19:54.554592,Credit,482.75,POS
TX000111,ACC00133,2025-06-04 10:19:54.554594,Debit,4879.6,Online
TX000112,ACC00012,2025-03-16 10:19:54.554595,Credit,1438.43,Online
TX000113,ACC00090,2025-06-08 10:19:54.554597,Debit,2124.8,Branch
TX000114,ACC00046,2024-09-29 10:19:54.554598,Credit,3252.82,ATM
TX000115,ACC00034,2024-11-19 10:19:54.554600,Credit,133.24,POS
TX000116,ACC00078,2025-02-28 10:19:54.554602,Debit,4053.19,POS
TX000117,ACC00045,2025-02-23 10:19:54.554603,Debit,2687.53,Branch
TX000118,ACC00073,2024-11-14 10:19:54.554605,Credit,1398.3,ATM
TX000119,ACC00026,2025-04-04 10:19:54.554617,Debit,317.42,POS
TX000120,ACC00047,2025-02-01 10:19:54.554619,Debit,820.87,Branch
TX000121,ACC00121,2024-11-29 10:19:54.554621,Credit,4476.22,POS
TX000122,ACC00056,2025-01-03 10:19:54.554622,Credit,3433.26,Online
TX000123,ACC00094,2024-10-27 10:19:54.554624,Credit,1257.01,POS
TX000124,ACC00107,2024-08-04 10:19:54.554626,Credit,337.35,POS
TX000125,ACC00063,2025-05-12 10:19:54.554628,Debit,3456.17,POS
TX000126,ACC00048,2024-10-20 10:19:54.554629,Credit,2866.31,ATM
TX000127,ACC00061,2025-01-23 10:19:54.554631,Credit,2028.55,ATM
TX000128,ACC00081,2024-12-02 10:19:54.554633,Credit,1824.42,Branch
TX000129,ACC00026,2024-09-17 10:19:54.554635,Debit,1091.9,ATM
TX000130,ACC00036,2024-08-24 10:19:54.554637,Credit,3351.36,POS
TX000131,ACC00001,2025-03-03 10:19:54.554639,Debit,4853.63,POS
TX000132,ACC00008,2025-04-08 10:19:54.554641,Credit,886.82,ATM
TX000133,ACC00113,2025-03-23 10:19:54.554642,Credit,2989.61,ATM
TX000134,ACC00099,2025-06-12 10:19:54.554644,Debit,2126.68,POS
TX000135,ACC00047,2025-04-05 10:19:54.554646,Credit,2238.98,POS
TX000136,ACC00127,2024-08-25 10:19:54.554647,Credit,1278.19,Online
TX000137,ACC00056,2025-03-28 10:19:54.554649,Debit,4127.42,Branch
TX000138,ACC00014,2024-09-17 10:19:54.554651,Credit,2431.43,ATM
TX000139,ACC00028,2025-03-29 10:19:54.554653,Credit,2721.6,Branch
TX000140,ACC00078,2024-12-31 10:19:54.554655,Credit,1530.76,POS
TX000141,ACC00130,2025-01-10 10:19:54.554656,Credit,917.22,Branch
TX000142,ACC00109,2024-08-22 10:19:54.554658,Debit,438.69,ATM
TX000143,ACC00014,2024-07-28 10:19:54.554660,Credit,3573.45,ATM
TX000144,ACC00056,2025-01-10 10:19:54.554662,Debit,989.21,Branch
TX000145,ACC00115,2024-07-26 10:19:54.554664,Credit,3453.48,ATM
TX000146,ACC00007,2024-09-29 10:19:54.554665,Debit,1957.98,Online
TX000147,ACC00003,2025-03-03 10:19:54.554667,Credit,2084.72,POS
TX000148,ACC00111,2024-09-21 10:19:54.554669,Debit,2351.2,POS
TX000149,ACC00107,2025-05-02 10:19:54.554671,Credit,1844.87,ATM
TX000150,ACC00018,2025-03-07 10:19:54.554673,Debit,512.09,POS
TX000151,ACC00038,2025-01-01 10:19:54.554674,Debit,1555.06,Online
TX000152,ACC00115,2025-02-23 10:19:54.554676,Credit,3322.03,ATM
TX000153,ACC00015,2025-04-25 10:19:54.554678,Debit,3332.26,Online
TX000154,ACC00119,2024-07-30 10:19:54.554679,Credit,1438.26,Online
TX000155,ACC00028,2024-08-02 10:19:54.554681,Credit,2305.91,POS
TX000156,ACC00039,2025-06-05 10:19:54.554683,Credit,975.3,POS
TX000157,ACC00017,2024-07-30 10:19:54.554685,Credit,1059.76,Branch
TX000158,ACC00086,2024-10-03 10:19:54.554686,Credit,125.0,Online
TX000159,ACC00126,2024-11-20 10:19:54.554688,Debit,4484.77,POS
TX000160,ACC00044,2024-09-19 10:19:54.554690,Credit,1061.43,Online
TX000161,ACC00025,2025-05-29 10:19:54.554692,Credit,1145.39,Branch
TX000162,ACC00145,2024-07-31 10:19:54.554693,Credit,1405.21,Online
TX000163,ACC00013,2025-02-12 10:19:54.554695,Credit,645.77,ATM
TX000164,ACC00025,2025-07-05 10:19:54.554697,Credit,3199.92,Branch
TX000165,ACC00068,2024-11-10 10:19:54.554698,Credit,384.96,Branch
TX000166,ACC00138,2025-03-16 10:19:54.554700,Debit,679.67,Online
TX000167,ACC00067,2025-04-25 10:19:54.554702,Debit,3227.34,Online
TX000168,ACC00109,2025-02-08 10:19:54.554703,Credit,1704.91,POS
TX000169,ACC00146,2025-07-12 10:19:54.554705,Debit,3542.66,ATM
TX000170,ACC00111,2025-06-18 10:19:54.554707,Credit,2791.55,Branch
TX000171,ACC00111,2024-10-17 10:19:54.554708,Credit,1287.55,Branch
TX000172,ACC00034,2025-07-01 10:19:54.554710,Credit,3257.63,Branch
TX000173,ACC00111,2024-11-27 10:19:54.554712,Credit,590.21,POS
TX000174,ACC00008,2025-07-03 10:19:54.554714,Credit,2686.69,ATM
TX000175,ACC00113,2025-02-01 10:19:54.554716,Debit,2191.37,Branch
TX000176,ACC00083,2025-04-01 10:19:54.554717,Debit,1346.69,Branch
TX000177,ACC00042,2025-04-01 10:19:54.554719,Debit,3023.98,POS
TX000178,ACC00101,2024-07-21 10:19:54.554721,Debit,4357.95,Online
TX000179,ACC00006,2025-04-16 10:19:54.554722,Credit,4994.53,Branch
TX000180,ACC00026,2025-01-04 10:19:54.554724,Debit,3042.74,ATM
TX000181,ACC00064,2025-06-07 10:19:54.554726,Credit,2029.48,ATM
TX000182,ACC00059,2025-05-24 10:19:54.554727,Debit,1133.78,ATM
TX000183,ACC00109,2024-09-07 10:19:54.554729,Debit,1292.91,ATM
TX000184,ACC00121,2024-11-15 10:19:54.554731,Debit,2402.48,POS
TX000185,ACC00033,2025-05-29 10:19:54.554732,Debit,1842.72,Branch
TX000186,ACC00150,2025-03-01 10:19:54.554734,Credit,4569.93,POS
TX000187,ACC00021,2024-09-19 10:19:54.554736,Debit,1847.79,ATM
TX000188,ACC00070,2025-07-09 10:19:54.554737,Debit,1873.49,ATM
TX000189,ACC00112,2025-01-25 10:19:54.554739,Credit,1923.84,ATM
TX000190,ACC00004,2024-10-01 10:19:54.554741,Credit,4184.73,POS
TX000191,ACC00094,2025-03-13 10:19:54.554743,Debit,3257.43,ATM
TX000192,ACC00075,2024-10-26 10:19:54.554744,Credit,3074.7,Branch
TX000193,ACC00062,2025-05-09 10:19:54.554746,Credit,1677.37,ATM
TX000194,ACC00094,2024-10-07 10:19:54.554748,Credit,4091.34,Branch
TX000195,ACC00095,2024-12-20 10:19:54.554750,Debit,201.44,Branch
TX000196,ACC00055,2024-12-20 10:19:54.554751,Credit,4355.28,ATM
TX000197,ACC00137,2025-04-14 10:19:54.554753,Debit,2568.62,POS
TX000198,ACC00131,2025-03-16 10:19:54.554755,Debit,1997.27,Online
TX000199,ACC00031,2025-03-24 10:19:54.554756,Debit,2490.86,Online
TX000200,ACC00040,2024-12-03 10:19:54.554758,Debit,3340.4,Branch
TX000201,ACC00036,2025-03-29 10:19:54.554760,Credit,73.7,POS
TX000202,ACC00006,2025-04-14 10:19:54.554762,Debit,4359.04,Online
TX000203,ACC00066,2025-05-12 10:19:54.554764,Credit,2239.23,ATM
TX000204,ACC00075,2025-02-21 10:19:54.554766,Debit,1721.4,ATM
TX000205,ACC00004,2025-06-28 10:19:54.554767,Credit,699.85,Branch
TX000206,ACC00079,2025-04-09 10:19:54.554769,Debit,2202.93,POS
TX000207,ACC00134,2024-09-14 10:19:54.554771,Credit,2486.65,POS
TX000208,ACC00118,2025-05-21 10:19:54.554772,Debit,2024.2,Online
TX000209,ACC00113,2025-07-01 10:19:54.554774,Debit,3396.51,Online
TX000210,ACC00094,2025-02-18 10:19:54.554776,Credit,2110.27,ATM
TX000211,ACC00062,2024-08-28 10:19:54.554777,Debit,4807.47,Branch
TX000212,ACC00079,2024-09-26 10:19:54.554779,Debit,3000.39,POS
TX000213,ACC00136,2025-05-22 10:19:54.554781,Debit,4039.31,Online
TX000214,ACC00026,2025-05-22 10:19:54.554783,Credit,555.69,Online
TX000215,ACC00044,2025-05-15 10:19:54.554784,Debit,1992.48,Branch
TX000216,ACC00133,2024-10-02 10:19:54.554786,Debit,1690.87,Branch
TX000217,ACC00070,2024-12-13 10:19:54.554787,Credit,2851.72,ATM
TX000218,ACC00118,2024-09-23 10:19:54.554790,Credit,4306.96,Branch
TX000219,ACC00068,2024-08-13 10:19:54.554793,Credit,400.91,ATM
TX000220,ACC00019,2025-04-30 10:19:54.554796,Credit,372.15,ATM
TX000221,ACC00020,2025-05-25 10:19:54.554799,Credit,4253.09,Branch
TX000222,ACC00113,2025-02-15 10:19:54.554802,Debit,1072.12,Branch
TX000223,ACC00140,2025-03-11 10:19:54.554804,Debit,3347.08,Branch
TX000224,ACC00047,2024-12-29 10:19:54.554807,Debit,2718.96,Branch
TX000225,ACC00001,2025-05-22 10:19:54.554810,Credit,4166.14,Branch
TX000226,ACC00090,2024-09-27 10:19:54.554813,Debit,634.19,ATM
TX000227,ACC00142,2025-02-08 10:19:54.554817,Credit,657.62,Online
TX000228,ACC00064,2025-03-18 10:19:54.554820,Credit,2788.52,POS
TX000229,ACC00038,2025-04-26 10:19:54.554823,Debit,4732.43,POS
TX000230,ACC00037,2024-10-15 10:19:54.554826,Credit,2080.84,ATM
TX000231,ACC00126,2024-12-18 10:19:54.554827,Credit,1641.44,ATM
TX000232,ACC00139,2025-01-20 10:19:54.554829,Debit,3037.38,Online
TX000233,ACC00100,2025-03-30 10:19:54.554831,Credit,4652.94,Branch
TX000234,ACC00077,2025-02-15 10:19:54.554833,Credit,4186.27,ATM
TX000235,ACC00003,2025-03-05 10:19:54.554834,Debit,4977.46,POS
TX000236,ACC00134,2024-10-10 10:19:54.554836,Credit,122.62,Branch
TX000237,ACC00010,2024-08-09 10:19:54.554837,Credit,573.16,ATM
TX000238,ACC00005,2025-04-18 10:19:54.554839,Debit,3051.24,Branch
TX000239,ACC00138,2025-02-03 10:19:54.554841,Debit,4104.68,POS
TX000240,ACC00130,2025-02-17 10:19:54.554843,Debit,1433.37,Branch
TX000241,ACC00013,2025-07-14 10:19:54.554844,Debit,1203.66,ATM
TX000242,ACC00130,2025-06-22 10:19:54.554846,Credit,3937.01,ATM
TX000243,ACC00084,2025-04-02 10:19:54.554847,Credit,291.35,POS
TX000244,ACC00065,2025-04-04 10:19:54.554849,Debit,1853.22,Online
TX000245,ACC00063,2024-12-18 10:19:54.554850,Credit,2533.99,Online
TX000246,ACC00101,2025-01-23 10:19:54.554852,Credit,2806.14,Branch
TX000247,ACC00073,2024-09-20 10:19:54.554854,Debit,3645.79,ATM
TX000248,ACC00017,2025-06-27 10:19:54.554855,Debit,1780.68,ATM
TX000249,ACC00009,2025-04-21 10:19:54.554857,Credit,3067.29,POS
TX000250,ACC00143,2024-11-25 10:19:54.554859,Debit,2931.02,POS
TX000251,ACC00038,2024-09-08 10:19:54.554860,Debit,2742.6,ATM
TX000252,ACC00094,2025-03-30 10:19:54.554862,Debit,3206.01,POS
TX000253,ACC00095,2025-07-03 10:19:54.554864,Credit,1304.65,Online
TX000254,ACC00049,2024-09-26 10:19:54.554865,Debit,432.4,Online
TX000255,ACC00069,2025-02-22 10:19:54.554867,Credit,605.17,Branch
TX000256,ACC00062,2024-10-03 10:19:54.554870,Credit,1130.67,POS
TX000257,ACC00078,2025-03-13 10:19:54.554873,Credit,2505.99,Branch
TX000258,ACC00117,2025-03-25 10:19:54.554876,Debit,4203.81,POS
TX000259,ACC00120,2025-03-11 10:19:54.554879,Debit,3509.45,POS
TX000260,ACC00137,2025-07-05 10:19:54.554883,Debit,3947.31,Online
TX000261,ACC00076,2025-05-02 10:19:54.554885,Debit,1761.37,ATM
TX000262,ACC00035,2024-12-24 10:19:54.554888,Debit,2029.22,POS
TX000263,ACC00001,2025-04-19 10:19:54.554891,Credit,1974.47,POS
TX000264,ACC00040,2025-01-28 10:19:54.554895,Credit,967.45,POS
TX000265,ACC00064,2025-02-26 10:19:54.554898,Credit,315.47,ATM
TX000266,ACC00150,2024-09-03 10:19:54.554899,Debit,2958.67,Branch
TX000267,ACC00060,2025-02-10 10:19:54.554901,Credit,4946.19,Branch
TX000268,ACC00064,2025-03-15 10:19:54.554903,Credit,842.48,POS
TX000269,ACC00093,2025-04-13 10:19:54.554904,Debit,242.96,POS
TX000270,ACC00072,2025-04-21 10:19:54.554906,Debit,3899.86,Branch
TX000271,ACC00011,2024-09-26 10:19:54.554908,Credit,1270.4,Branch
TX000272,ACC00105,2024-10-02 10:19:54.554909,Credit,4149.92,Online
TX000273,ACC00014,2024-10-19 10:19:54.554911,Debit,3522.64,POS
TX000274,ACC00060,2024-10-23 10:19:54.554912,Debit,4728.91,Branch
TX000275,ACC00030,2025-01-09 10:19:54.554914,Debit,2050.55,Online
TX000276,ACC00035,2025-06-27 10:19:54.554916,Debit,3313.23,ATM
TX000277,ACC00005,2024-10-10 10:19:54.554917,Credit,2329.63,POS
TX000278,ACC00083,2024-08-18 10:19:54.554919,Credit,3156.64,Branch
TX000279,ACC00123,2025-02-02 10:19:54.554921,Debit,2253.5,POS
TX000280,ACC00078,2025-05-08 10:19:54.554922,Credit,951.27,Online
TX000281,ACC00062,2025-03-13 10:19:54.554932,Credit,2544.41,Branch
TX000282,ACC00132,2024-07-19 10:19:54.554934,Debit,2647.64,ATM
TX000283,ACC00089,2025-04-26 10:19:54.554936,Credit,4054.91,ATM
TX000284,ACC00042,2024-11-18 10:19:54.554938,Credit,3680.25,Online
TX000285,ACC00089,2024-10-10 10:19:54.554940,Credit,3322.32,ATM
TX000286,ACC00146,2025-03-02 10:19:54.554943,Debit,575.8,ATM
TX000287,ACC00040,2024-12-13 10:19:54.554946,Debit,3605.88,ATM
TX000288,ACC00072,2024-08-23 10:19:54.554949,Credit,2506.52,ATM
TX000289,ACC00039,2024-07-19 10:19:54.554952,Debit,4471.56,ATM
TX000290,ACC00104,2025-04-17 10:19:54.554956,Debit,4600.16,ATM
TX000291,ACC00014,2024-07-22 10:19:54.554959,Debit,285.23,ATM
TX000292,ACC00032,2025-06-22 10:19:54.554963,Credit,4105.0,Branch
TX000293,ACC00125,2025-03-23 10:19:54.554965,Credit,198.11,ATM
TX000294,ACC00097,2024-08-20 10:19:54.554966,Debit,1842.18,Branch
TX000295,ACC00023,2024-12-09 10:19:54.554968,Credit,2716.08,POS
TX000296,ACC00063,2025-01-11 10:19:54.554969,Credit,749.02,Online
TX000297,ACC00143,2024-08-05 10:19:54.554971,Credit,3734.11,ATM
TX000298,ACC00145,2025-07-15 10:19:54.554973,Credit,51.69,Online
TX000299,ACC00053,2025-03-16 10:19:54.554974,Credit,851.31,ATM
TX000300,ACC00104,2025-03-20 10:19:54.554976,Debit,2908.18,Branch
TX000301,ACC00104,2024-09-16 10:19:54.554978,Credit,3574.79,ATM
TX000302,ACC00039,2025-01-21 10:19:54.554979,Credit,4584.05,POS
TX000303,ACC00134,2024-11-21 10:19:54.554981,Credit,3530.43,Online
TX000304,ACC00067,2024-10-04 10:19:54.554983,Debit,3362.18,Online
TX000305,ACC00135,2025-03-21 10:19:54.554984,Debit,1977.76,POS
TX000306,ACC00042,2024-11-22 10:19:54.554986,Debit,16.41,Branch
TX000307,ACC00015,2025-01-16 10:19:54.554988,Credit,609.59,Branch
TX000308,ACC00111,2024-11-02 10:19:54.554990,Debit,2677.43,POS
TX000309,ACC00033,2025-07-01 10:19:54.554991,Debit,3378.9,Online
TX000310,ACC00038,2025-06-27 10:19:54.554994,Debit,2093.07,ATM
TX000311,ACC00097,2024-08-31 10:19:54.554995,Debit,3656.09,Branch
TX000312,ACC00033,2025-05-14 10:19:54.554997,Credit,2614.09,ATM
TX000313,ACC00086,2025-02-12 10:19:54.554999,Debit,380.14,Online
TX000314,ACC00066,2025-06-23 10:19:54.555000,Debit,968.16,ATM
TX000315,ACC00010,2024-12-07 10:19:54.555002,Credit,4201.59,POS
TX000316,ACC00005,2024-07-25 10:19:54.555003,Credit,3627.31,Branch
TX000317,ACC00123,2025-03-23 10:19:54.555005,Debit,4474.86,Branch
TX000318,ACC00074,2025-06-07 10:19:54.555007,Credit,596.61,POS
TX000319,ACC00097,2024-12-20 10:19:54.555008,Debit,4951.21,POS
TX000320,ACC00118,2024-11-18 10:19:54.555010,Credit,1054.94,Branch
TX000321,ACC00038,2025-05-27 10:19:54.555012,Credit,68.78,Branch
TX000322,ACC00141,2024-11-21 10:19:54.555013,Debit,4987.14,Branch
TX000323,ACC00047,2024-08-27 10:19:54.555015,Credit,1412.56,Online
TX000324,ACC00109,2025-06-14 10:19:54.555017,Debit,3343.42,Online
TX000325,ACC00015,2025-03-16 10:19:54.555018,Credit,891.64,Online
TX000326,ACC00136,2025-03-18 10:19:54.555021,Debit,2905.34,ATM
TX000327,ACC00005,2025-03-03 10:19:54.555022,Credit,4521.13,Online
TX000328,ACC00047,2025-06-17 10:19:54.555024,Credit,1607.7,Branch
TX000329,ACC00068,2025-04-07 10:19:54.555025,Credit,3354.57,Online
TX000330,ACC00076,2025-02-14 10:19:54.555027,Credit,947.64,Branch
TX000331,ACC00130,2024-10-31 10:19:54.555028,Credit,3127.73,POS
TX000332,ACC00095,2024-12-09 10:19:54.555030,Debit,1688.89,ATM
TX000333,ACC00115,2025-01-15 10:19:54.555032,Credit,1063.93,ATM
TX000334,ACC00036,2024-09-03 10:19:54.555033,Debit,1572.78,POS
TX000335,ACC00026,2025-04-05 10:19:54.555035,Debit,902.42,Branch
TX000336,ACC00043,2025-05-12 10:19:54.555037,Debit,4510.56,ATM
TX000337,ACC00027,2025-01-07 10:19:54.555038,Credit,1991.96,Online
TX000338,ACC00069,2025-04-07 10:19:54.555040,Debit,1233.94,Branch
TX000339,ACC00148,2025-06-27 10:19:54.555044,Credit,2247.56,ATM
TX000340,ACC00011,2025-01-04 10:19:54.555045,Debit,1609.48,POS
TX000341,ACC00074,2025-07-07 10:19:54.555047,Debit,3724.65,Branch
TX000342,ACC00104,2025-05-31 10:19:54.555048,Debit,4856.39,ATM
TX000343,ACC00038,2025-04-28 10:19:54.555050,Debit,2195.79,POS
TX000344,ACC00134,2025-05-08 10:19:54.555051,Debit,4306.56,Branch
TX000345,ACC00023,2025-06-28 10:19:54.555053,Credit,2833.66,Online
TX000346,ACC00047,2025-06-30 10:19:54.555055,Debit,794.61,Branch
TX000347,ACC00090,2024-10-16 10:19:54.555056,Debit,3456.21,Online
TX000348,ACC00046,2024-10-15 10:19:54.555058,Credit,2572.04,Branch
TX000349,ACC00107,2025-06-30 10:19:54.555060,Credit,3256.53,POS
TX000350,ACC00140,2024-11-17 10:19:54.555061,Credit,4449.54,Online
TX000351,ACC00141,2025-06-12 10:19:54.555063,Debit,2207.77,Online
TX000352,ACC00104,2024-07-24 10:19:54.555064,Debit,4506.88,Branch
TX000353,ACC00111,2024-11-24 10:19:54.555066,Debit,3755.84,ATM
TX000354,ACC00104,2025-06-01 10:19:54.555069,Debit,2448.14,Online
